"EnterpriseName","State","District","Pincode","RegistrationDate","CommunicationAddress","NIC5DigitCode","NICDescription"
"SAI RAM HOT CHIPS & CONDIMENTS","KARNATAKA","BENGALURU (URBAN)","560040.0","25/08/2021","No1, 14th cross, Maruthi nagar, No1, 1st Main road, Bengaluru","10308","Manufacture of potato flour & meals and prepared meals of vegetables"
"SDS Profile Technologies","KARNATAKA","BENGALURU (URBAN)","560100.0","25/08/2021","121, KAMMASANDRA ROAD, HEBBUGODI, 121, BANGALORE, BANGALORE","28221","Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc."
"LOKESH B C","KARNATAKA","HASSAN","573201.0","23/12/2020","1, PANDARINATHA BUILDING, HASSAN, 1, KALIKAMBA TEMPLE ROAD, HASSAN","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"COSSET POWER SYSTEMS","KARNATAKA","BENGALURU (URBAN)","560091.0","23/12/2020","#50, ANNAPOORNESHWARI NAGAR MAIN ROAD, 1ST MAIN, OPP BDA COMPLEX, #50, H & F LAYOUT, 4TH CROSS, BANGALORE","26109","Manufacture of other electronic components n.e.c"
"BISMILLA SAW MILL","KARNATAKA","VIJAYAPURA","586120.0","23/03/2022","0, HAJIBABA KERUTAGI, KORAWAR, 0, DEVARAHIPPARAGI, SINDAGI","16101","Sawing and planing of wood"
"M/S PRINCE TEXTILES","KARNATAKA","DAKSHIN KANNAD","574142.0","24/01/2022","3-326, plama castle, main road, 3-326, main road, mangalore","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"SARVESH ESHWAR KULAL","KARNATAKA","UDUPI","576121.0","28/07/2022","3-94 MADMAN, BOGORDADI, INNA, 3-94 MADMAN, KARKALA TALUK, UDUPI","33140","Repair of electrical equipment"
"MANU K H ( Jai Maruthi Fashion )","KARNATAKA","BENGALURU (URBAN)","560091.0","27/05/2022","50, MANU K H, ., 50, HEGGENAHALLI CROSS, BENGALURU","14101","Manufacture of all types of textile garments and clothing accessories"
"sinchan enterprises","KARNATAKA","TUMAKURU","572221.0","27/05/2022","01, TDCC Bank Building, Kodinagasandra T B, 01, Turuvekere, Tumkur","14101","Manufacture of all types of textile garments and clothing accessories"
"MADIHA","KARNATAKA","MYSURU","570019.0","23/03/2022","#693, 3RD CROSS 1ST STAGE, RAJIVNAGAR, #693, BEHIND UNITED MINORITY BANK, MYSURU","14101","Manufacture of all types of textile garments and clothing accessories"
"Walkers Footwear","KARNATAKA","CHIKBALLAPUR","561208.0","23/03/2022","-, Matha squre Complex, M G Road, -, Opp Lic office, Chikballapur","15209","Manufacture of other footwear n.e.c."
"SHREE DARESHWAR KRUSHI SEVA KENDRA","KARNATAKA","BELAGAVI","591212.0","30/05/2022","HOUSE NO 174/3, PANDEGAON, PANDEGAON, HOUSE NO 174/3, PANDEGAON, ATHANI","20121","Manufacture of urea and other organic fertilizers"
"Aarush Ladies Fashion Collection","KARNATAKA","BIDAR","585330.0","27/11/2021","04, Balaji Road Dube Complex, Balaji Road Dube Complex, 04, 04, Humnabad","13922","Manufacture of crocheted made up textile goods except apparel"
"Honnalli enterprises","KARNATAKA","VIJAYAPURA","586111.0","28/05/2022","Mavinalli, Mavinalli, Mavinalli, Mavinalli, Mavinalli, indi","10304","Manufacture of fruit or vegetable juices and their concentrates, squashes and powder"
"CHANDRAMOULESHWARA CONDIMENTS","KARNATAKA","BENGALURU (URBAN)","560059.0","28/05/2022","01, CHANDRAMOULESHWARA CONDIMENTS, OPP. FOREST LAYOUT, 01, DHUBASIPALYA, R.V COLLEGE POST, BENGALURU","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"RAMYA KANDUL","KARNATAKA","DHARWAD","580020.0","24/03/2022","RAMYA KANDUL, H NO 110, ., RAMYA KANDUL, UNDI PLOT, HUBLI","10304","Manufacture of fruit or vegetable juices and their concentrates, squashes and powder"
"M/S UBAYINFOTECH PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560036.0","26/11/2021","M/S UBAYINFOTECH PRI, NO 11, K R PURAM, M/S UBAYINFOTECH PRI, BHATTRAHAHALLI, BANGALORE","18112","Printing of magazines and other periodicals, books and brochures, maps, atlases, posters etc."
"Madhu Rock Borewell Drilling","KARNATAKA","BENGALURU (RURAL)","561203.0","26/11/2021","Garadigarapalya, Garadigarapalya, Doddaballapura Taluk, Garadigarapalya, Kanaswadi Post, Bangalore","11043","Manufacture of mineral water"
"NAGASHREE JEWELLERY WORKS","KARNATAKA","UDUPI","576225.0","26/11/2021","DOORNO 3-12, NEAR SYNDICATE BANK, SALIGRAMA, DOORNO 3-12, SALIGRAMA POST, UDUPI","32119","Manufacture of other articles of gold, silver and other precious and semi precious metal and stone"
"M/S PLY TRADE LINE","KARNATAKA","BENGALURU (URBAN)","560056.0","24/03/2022","#1043/F, 4th block, Ramsandra, #1043/F, 2ND MAIN, BANGALORE","32909","Manufacture of other articles n.e.c."
"A & A RESTRO CUM CAFE","KARNATAKA","BENGALURU (URBAN)","560043.0","25/01/2022","11/1, Chikkagulappa, Hennur main road, 11/1, 24, Bangalore","10750","Manufacture of prepared meals and dishes"
"ECO PLAM LEAF DINNER WARE","KARNATAKA","SHIVAMOGGA","577434.0","24/03/2022","HIRALLE, HIRALLE, HOSABALE, HIRALLE, HOSABALE, SORABA","16296","Manufacture of articles made of palm leaf, dhak leaf, screw-pine leaf and khajoor leaf; articles of vegetables fibre etc,."
"KUSHI FASHION MART","KARNATAKA","MYSURU","571602.0","24/03/2022","1, Patel complex, 7th road, 1, 7th road, Mysuru","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"Shanta  Vegetable Shop","KARNATAKA","BELAGAVI","590010.0","29/07/2022","53/4, Shanta Nivas, 1st Bus Stop Shahu Nagar, 53/4, Belgaum, Belgaum","10301","Sun-drying of fruit and vegetables"
"MYRA FASHION","KARNATAKA","BENGALURU (URBAN)","562149","17/04/2021","4, Sri Venkateshwara, Hunnur Main Road, 4, Behind Masjid, Bengaluru","14101","Manufacture of all types of textile garments and clothing accessories"
"M/S SUMMIT SOLUTIONS","KARNATAKA","KOLAR","563101.0","15/07/2021","Khata No 294, Asst No 298, 2nd Cross, Khata No 294, Gowripet, Kolar","26600","Manufacture of irradiation, electromedical and electrotherapeutic equipment"
"VAIDYANATHESHWARA ENTER PRISES","KARNATAKA","TUMAKURU","572118.0","15/07/2021","AREYURU AT POST, HEBBUR HOBLI, AREYURU, AREYURU AT POST, TUMAKURU, TUMAKURU","10739","Manufacture of other cocoa, chocolate, sugar confectionery products n.e.c."
"iyangara cake mane","KARNATAKA","CHITRADURGA","577519.0","15/07/2021","BHARAMASAGARA, BILICHODU ROAD, KARNATAKA, BHARAMASAGARA, CHITRADURGA, CHITRADURGA","10504","Manufacture of cream, butter, cheese, curd, ghee, khoya etc."
"PATEL SWITCH GEAR","KARNATAKA","BENGALURU (URBAN)","560021.0","15/07/2021","63/5, 2 nd floor,, RAMACHANDRAPURAM,, 63/5, 1st Main Road, BANGALORE","27104","Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.)"
"HANUMAIAH  K","KARNATAKA","BENGALURU (RURAL)","562130.0","19/07/2021","#  S Y  NO - 13, KACHOHALLI  VILLAGE, BANGALORE, #  S Y  NO - 13, BANGALORE  NORTH, BANGALORE","25994","Manufacture of metal household articles (plates, saucers, pots, kettles, saucepans, frying pans and other non-electrical utensils, small hand-operated kitchen appliances and accessories)"
"G L N TECHNOLOGIES","KARNATAKA","BENGALURU (URBAN)","560091.0","19/07/2021","NO.24,, G L N TECHNOLOGIES, HEGGANAHALLI, SRIGANDHAKAVALU,, NO.24,, DODDANNA INDUSTRAIAL ESTATE, BENGALURU","28229","Manufacture of metal-forming machinery and machine tools n.e.c"
"I M MARIHAL","KARNATAKA","BELAGAVI","591115.0","29/01/2021","#, MARIHAL BUILDING COLLEGE COMPLEX OPP KITTUR, COLLEGE ROAD KITTUR BELGUM, #, NA, Kittur","23921","Manufacture of bricks"
"BORANATTI ENTERPRISES","KARNATAKA","BAGALKOT","587316.0","22/01/2022","RSY NO.50/16, -, KHANATTI ROAD, RSY NO.50/16, MADABHAVI, MADABHAVI","14105","Custom tailoring"
"NCB TREDERS","KARNATAKA","MYSURU","570025.0","22/03/2022","NCB TREDERS, # 29, BANDIPALYA, NCB TREDERS, B BLOCK, MYSORE","10308","Manufacture of potato flour & meals and prepared meals of vegetables"
"M/S AMBICA ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","560097.0","22/03/2022","THINDLU, AMBICA ENTERPRISES, THINDLU MAIN ROAD, THINDLU, VIDYARANYAPURA, BENGALURU","16221","Manufacture of structural wooden goods [intended to be used primarily in the construction industry such as beams, rafters, roof struts, glue-laminated and metal connected, prefabricated wooden roof trusses, doors, windows, shutters and their frames, whether or not containing metal fittings, stairs, railings, wooden beadings and mouldings, shingles and shakes etc.]"
"M/S SK BLR KNITS & APPAREL PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560068.0","26/11/2021","120/56/13, GARVEBHA VIPALYA LAYOUTS, 1ST CROSS ROAD HONGASANDRA,, 120/56/13, N/A, BENGALURU","13999","Manufacture of other textiles/textile products n.e.c."
"Nadaf Home Work","KARNATAKA","BAGALKOT","587122.0","27/05/2022","Ground Floor, Babajan Nabisasb Ilakal, Yadawad Road, Ground Floor, 2nd block, Lokapur","10795","Grinding and processing of spices"
"KADS POLYMERS","KARNATAKA","SHIVAMOGGA","577401.0","17/03/2021","D-10, KSSIDC INDUSTRIAL AREA SAGAR GANDHINAGARA, B H ROAD GANDHINAGARA, D-10, KSSIDC INDUSTRIAL AREA SAGAR, SAGAR","22203","Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc)"
"N4s Ventures","KARNATAKA","MYSURU","570007.0","29/09/2020","4734, N4&#39;s Ventures, Shivaji Road, N R Mohalla, 4734, 1st Cross, Mysore","29301","Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering olumns and steering boxes etc."
"SRI MOOKAMBIKA TEX","KARNATAKA","MYSURU","570008.0","29/09/2020","DOOR NO 9, Skanda, 2nd cross kr vanam, DOOR NO 9, kr vanam, Mysuru","14101","Manufacture of all types of textile garments and clothing accessories"
"Krishna Chilly Processing Centre Unit","KARNATAKA","VIJAYAPURA","586128.0","29/12/2020","Ward No 9, W/O Shankar, At Post Ganihar LT, Ward No 9, Bijapur, Sindagi","10306","Manufacture of pickles, chutney etc."
"Nagaraj S N","KARNATAKA","KODAGU","571236.0","29/12/2020","Basaveshwara Road, Basaveshwara Road, Basaveshwara Road, Basaveshwara Road, Somwarpet, Somwarpet","10792","Coffee curing, roasting, grinding blending etc. and manufacturing of coffee products"
"Abdullah Faisal","KARNATAKA","BENGALURU (URBAN)","560026.0","18/07/2022","No.63/1,, Abdullah Faisal, 5th Cross Manjunatha Nagar, No.63/1,, A, Bangalore","13132","Finishing of silk and blended silk textiles."
"M/S WINNQ YJEANS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560068.0","18/07/2022","No. 106/1,, 6th Main, 6th Cross,, Behind Venkateshwara Temple,, No. 106/1,, Bommanahalli, Bangalore","14101","Manufacture of all types of textile garments and clothing accessories"
"YATHISH","KARNATAKA","TUMAKURU","572201.0","16/11/2021","KANNUGHATTA, BELAGARAHALLI POST, BELAGARAHALLI POST, KANNUGHATTA, KANNUGHATTA, TIPTUR","28199","Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar joints made of a combination of materials or layers of the same material and other general purpose machinery including manufacture of parts and accessories for general purpose machinery and equipment.)"
"EDWINDIVAKARA ARECUNT MERCHANT","KARNATAKA","SHIVAMOGGA","577220.0","16/11/2021","LINGAPURA, MANDAGATTA, MANDAGATTA, LINGAPURA, LINGAPURA, SHIMOGA","32909","Manufacture of other articles n.e.c."
"KARNATAKA WOOD FURNITURES","KARNATAKA","UTTAR KANNAD","581359.0","16/11/2021","-, NEAR IDGA MAIDAN, K.B. ROAD, -, -, YELLAPUR","31001","Manufacture of furniture made of wood"
"SREE BALAJI BUILDTECH","KARNATAKA","BENGALURU (URBAN)","562125.0","17/05/2022","NO.103/1,, PAPAREDDY, 1ST MAIN ROAD, BEHIND BALAJI T, NO.103/1,, HOSA BADAVANE, BANGALORE","32909","Manufacture of other articles n.e.c."
"Chandrodhaya provision store","KARNATAKA","DAVANGERE","577001.0","13/01/2022","#22, K R market, K R market main road, #22, Bapuji building, Davangere","20236","Manufacture of hair oil, shampoo, hair dye etc. (includes manufacture of shampoos, hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches and preparations for permanent waving or straightening of the hair etc.)"
"M/S SHREE PANCHMUKHI BALAJI GRANITES","KARNATAKA","BENGALURU (URBAN)","560105.0","14/03/2022","Sy No.-114, Shree Panchmukhi balaji Granites, Anekal road, Sy No.-114, Anekal, Bangalore","23960","Cutting, shaping and finishing of stone"
"M/S MAHESHWARI CONSTUCTION CO","KARNATAKA","KALABURAGI","585102.0","14/03/2022","MALU HOUSE, INDUSTRIAL, MSK MILLS ROAD, MALU HOUSE, ESTATE, KALABURAGI","23955","Manufacture of hume pipes and other pre-fabricated structural components of cement and/or concrete for building or civil engineering"
"KIRANI AND GRAIN MARCHANTS","KARNATAKA","BAGALKOT","587313.0","22/03/2022","#, MUDHOL, NEAR BUSS STOP, #, #, MUDHOL","10809","Manufacture of other animal feeds n.e.c."
"M/S AA ADVERTISING AND COMMUNICATIONS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560054.0","22/03/2022","No.27, AA Towers, MSR Main Road, No.27, Mathikere, Bengaluru","18119","Other printing activities like screen printing other than textile n.e.c."
"KRISHNA  COFFEE WORKS","KARNATAKA","CHIKKAMAGALURU","577139.0","22/03/2022","KRISHNA COFFEE WORKS, HARIHARA STREET, HARIHARA STREET, KRISHNA COFFEE WORKS, HARIHARA STREET, SRINGERI","10611","Flour milling"
"mohammed asif gyreg","KARNATAKA","DAVANGERE","577005.0","22/03/2022","1659/50, near coffe day, Road, 1659/50, Vidyanagara, Davanagere","29104","Manufacture of motor vehicle engines"
"BEGUM ICE FACTORY","KARNATAKA","RAICHUR","584125.0","22/03/2022","42, BEGUMPUR PET, LINGASGUR ROAD, 42, 1, MUDGAL","11044","Manufacture of ice"
"DONGRISAB KASHIMSAB KALADAGI","KARNATAKA","BAGALKOT","587103.0","27/07/2022","PLOT NO 19/C, SECTOR NO 2, BEHIND MADINA MASJID, PLOT NO 19/C, 0, NAVANAGAR BAGALKOT","16299","Manufacture of other wood products n.e.c."
"BHIMAPPA SATHYAPPA MANNIKERI","KARNATAKA","BELAGAVI","591233.0","19/07/2022","KHANDRATTI, KHANDRATTI, KHANDRATTI, KHANDRATTI, KHANDRATTI, GOKAK","28211","Manufacture of tractors used in agriculture and forestry"
"SLV ENGINEERING WORKS","KARNATAKA","BENGALURU (URBAN)","560043.0","16/11/2021","NO, 14, Vaishnavi Layout,, K Chennasandra, NO, 14, Pooja Garden, Bangalore","25999","Manufacture of other fabricated metal products n.e.c."
"slr ducting systems","KARNATAKA","BENGALURU (URBAN)","560096.0","17/05/2022","316, na, 3rd cross, 316, 2 nd block, bangalore","27900","Manufacture of other electrical equipment"
"MYSORE AIR CONDITIONING","KARNATAKA","BENGALURU (URBAN)","560021.0","17/05/2022","H.35, GROUND FLOOR, MYSORE AIR CONDITIONING, 7TH ROAD, H.35, GROUND FLOOR, 0, BANGALORE","33140","Repair of electrical equipment"
"VENKATESH TYLER","KARNATAKA","KOLAR","563101.0","17/05/2022","S/O BABAIAH, NO 1668, KARANJI KATTE, S/O BABAIAH, NEAR DHARMARAYA TEMPLE, KOLAR TOWN","14101","Manufacture of all types of textile garments and clothing accessories"
"SHIVA TEXTILE WORKS","KARNATAKA","BENGALURU (URBAN)","560064.0","17/05/2022","Site no.10, 1st floor, 26th cross, Site no.10, Yelahanka old town, Bangalore","13929","Manufacture of other made-up textile articles, except apparel n.e.c."
"NEW RICH DOORS","KARNATAKA","RAMANAGARA","562109.0","19/07/2022","NO. 22/25, NEW RICH DOORS, POST, NO. 22/25, HEJJALA, BIDADI","16213","Manufacture of flush doors and other boards or panels"
"KRISHNA ENTERPRISE","KARNATAKA","VIJAYAPURA","586210.0","19/07/2022","KOLHAR, KOLHAR, KOLHAR, KOLHAR, KOLHAR, BIJAPUR","31001","Manufacture of furniture made of wood"
"milk","KARNATAKA","MANDYA","571415.0","16/05/2022","128, gandehosahalli, gandehosahalli, 128, 128, MANDYA","10509","Manufacture of other dairy products n.e.c."
"CLASSIC STEEL TRADES","KARNATAKA","DAKSHIN KANNAD","574154.0","16/05/2022","D NO 2 9 T 1 A B GRO, VENKATAGIRI B SIYA PANCHAMI, MULKI, D NO 2 9 T 1 A B GRO, MULKI, MANGALURU","33123","Repair and maintenance of metal cutting and metal forming machine tools and accessories, power-driven hand-tools and other machine tools"
"JANANI WOOD WORKER KALYANIBETTU GUDDEANGADI","KARNATAKA","UDUPI","576212.0","25/11/2021","2, JANANI, KALYANIBETTU GUDDEANGADI, 2, SHEDIMANE -2, HEBRI","16229","Manufacture of builders' carpentry and joinery n.e.c."
"PRASAD DAIRY PRODUCTS.","KARNATAKA","BENGALURU (URBAN)","560013.0","25/11/2021","489, PRASAD DAIRY PRODUCTS, 1ST MAIN, MES ROAD, 489, JALAHALLI, BANGALORE","10504","Manufacture of cream, butter, cheese, curd, ghee, khoya etc."
"A . V. INDUSTRIES","KARNATAKA","BENGALURU (URBAN)","560021.0","23/03/2022","47/B, MUDDAPPA GAEDEN, 6TH &#39;B&#39; CROSS, 47/B, 6th B, BANGALORE","28299","Manufacture of other special-purpose machinery n.e.c."
"PRASAD SWEET MART MUNAVALLI","KARNATAKA","BELAGAVI","591117.0","23/03/2022","0, NEAR BUSTAND ROAD, BUSTAND ROAD, 0, MUNAVALLI, TQ SAVADATTI","10734","Manufacture sweetmeats includind dairy based sweetmeats"
"Show India Furniture","KARNATAKA","BENGALURU (RURAL)","560077.0","25/11/2021","No 47/p, NA, Nagenahalli main road, No 47/p, NA, Bangalore","16291","Manufacture of wooden industrial goods"
"LAKSHYA STICH WEAR","KARNATAKA","BENGALURU (URBAN)","560040.0","25/11/2021","No.13, 1st Cross, Subbanna Garden, No.13, 7th Main, Bangalore","14105","Custom tailoring"
"SHAM PRINTERS","KARNATAKA","MYSURU","571301.0","25/01/2022","4348/4210, SHAM PRINTERS, HULLAHALLI ROAD, 4348/4210, BASAVANAGUDI BLOCK, NANJANGUD","26103","Manufacture of integrated circuits (analog, digital or hybrid)"
"Yadavendra","KARNATAKA","TUMAKURU","572137.0","27/07/2022","24, Yadavendra, Sira, 24, C, Sira","24320","Casting of non-ferrous metals"
"REKHA AGENCIES","KARNATAKA","BENGALURU (URBAN)","560098.0","27/07/2022","NO.482, BASEMENT & GROUND FLOOR,G.K.ARCADE, 80FEET ROAD, NO.482, 3RD STAGE, BENGALURU","31001","Manufacture of furniture made of wood"
"MEGHANA ENTERPRISES","KARNATAKA","CHIKBALLAPUR","562101.0","14/03/2022","WARD 22, H S GARDEN, ., WARD 22, ., CHIKABALLAPUR","13933","Manufacture of carpets and other floor coverings made of silk"
"M/S MADHUVAN SUGARS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560086.0","11/10/2021","NO 347, NA, 15TH B CROSS , 6TH B MAIN,, NO 347, WEST OF CHORD ROAD, BENGALURU","10722","Manufacture of 'gur' from sugarcane"
"KAMAKHYA PLYWOOD","KARNATAKA","BENGALURU (URBAN)","560026.0","21/12/2021","NO.66, NEAR S.R.S. TRAVELS,, 1ST MAIN ROAD, MYSORE ROAD, NO.66, NEW TIMBER YARD LAYOUT, BENGALURU","16219","Manufacture of other plywood products n.e.c."
"SATHISH KUMAR ENTERPRISES","KARNATAKA","CHITRADURGA","577546.0","22/12/2021","12, BEKURPALYA, HIRIYUR, 12, 15, HIRIYUR","32909","Manufacture of other articles n.e.c."
"ACS ENGINEERING WORKS","KARNATAKA","BALLARI","583121.0","20/02/2022","ACS ENGINEERING WORK, 10TH WARD, KHABARSTAN LINE, ACS ENGINEERING WORK, PARVATHI NAGAR, SIRUGUPPA","30999","Manufacture of other transport equipments n.e.c. such as pushcarts, handcarts etc"
"POORNIMA INFOTECH & ENTERPRISES","KARNATAKA","RAMANAGARA","562159.0","20/02/2022","BELOW SBI BANK,, KHATA NO 39/41/1359,, IJOOR, RAMANAGARA TOWN, BELOW SBI BANK,, MADHU COMPLEX BM ROAD,, Ramanagara","27400","Manufacture of electric lighting equipment"
"Umamaheshwara Brick Industry","KARNATAKA","MANDYA","571418.0","20/02/2022","8 TH BLOCK, BANGALORE MANGALORE ROAD, BANGALORE MANGALORE ROAD, 8 TH BLOCK, 8 TH BLOCK, BELLUR TOWN","23921","Manufacture of bricks"
"MARUTHI ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","560058.0","22/12/2021","NO 105, PREMANAGAR, KEMPEGOWDALAYOUT, NO 105, NA, BANGALORE","14105","Custom tailoring"
"SOWBHAGYA TRADERS","KARNATAKA","MANDYA","571605.0","22/12/2021","00, MOODANAHALLI, AKKIHEBBALU HOBLI, 00, ALENAHALLI POST, K R PET TQ","32909","Manufacture of other articles n.e.c."
